userId,movieId,rating,timestamp
305,92420,4.0,1519891298
205,3033,4.0,1519899159
205,260,4.5,1519900208
205,356,4.0,1519900230
205,96079,3.0,1519900258
205,77561,4.0,1519900265
205,7153,4.0,1519900412
205,68157,4.0,1519900524
205,912,2.5,1519900636
205,6874,4.5,1519900732
205,1028,3.0,1519900755
205,4896,4.5,1519900808
205,5816,3.5,1519900818
205,54001,3.5,1519900824
205,69844,4.0,1519900892
205,40815,3.5,1519900897
205,81834,4.0,1519900899
205,88125,4.0,1519900902
205,8368,4.0,1519900910
205,179817,4.5,1519901378
205,81845,4.5,1519901442
205,104913,3.0,1519901449
205,95167,4.0,1519901669
205,99114,4.5,1519902005
305,4361,2.0,1520024306
305,7981,5.0,1520024674
305,7439,5.0,1520024699
205,91542,4.5,1520075633
205,71462,5.0,1520118639
233,115210,2.0,1520206302
233,2028,4.0,1520206309
233,79132,3.5,1520206331
233,58559,4.5,1520206338
233,91529,3.5,1520206343
459,79132,4.5,1520232946
459,2571,4.0,1520232948
459,97913,4.5,1520232979
459,95510,3.0,1520232984
459,177765,5.0,1520232994
459,68954,5.0,1520233059
459,260,4.0,1520233064
459,4022,4.0,1520233076
459,72998,5.0,1520233439
459,122922,5.0,1520233452
459,6377,5.0,1520233562
459,4886,4.5,1520233566
459,3793,3.5,1520233570
459,5349,4.0,1520233572
459,3996,5.0,1520233574
459,8961,5.0,1520233576
459,5618,5.0,1520233615
459,8368,4.5,1520233619
459,5816,4.0,1520233624
459,48780,5.0,1520233627
459,68157,4.5,1520233629
459,8636,3.0,1520233632
459,3751,2.5,1520233639
459,99114,5.0,1520234032
459,50872,4.0,1520234035
459,74458,4.5,1520234039
305,34405,2.5,1520284858
305,45186,4.0,1520285010
305,2232,5.0,1520341504
305,90405,3.0,1520341535
305,2986,5.0,1520341593
305,519,2.5,1520341597
305,2528,3.5,1520341899
305,93805,4.0,1520352605
89,750,4.5,1520408265
89,2324,4.5,1520408266
89,1136,2.5,1520408267
89,92259,2.5,1520408267
89,1197,2.0,1520408268
89,1234,0.5,1520408268
89,4973,2.0,1520408268
89,1148,2.0,1520408270
89,898,4.0,1520408274
89,950,3.0,1520408274
89,356,0.5,1520408275
89,905,3.0,1520408275
89,745,3.0,1520408276
89,3307,2.0,1520408276
89,3462,1.0,1520408276
89,116897,2.5,1520408277
89,951,3.5,1520408278
89,127052,2.5,1520408282
89,177765,2.0,1520408282
89,910,1.5,1520408296
89,2997,3.0,1520408296
89,899,1.5,1520408297
89,1288,3.5,1520408297
89,1394,2.0,1520408298
89,916,3.5,1520408299
89,1080,1.0,1520408299
89,4014,1.5,1520408300
89,1269,2.5,1520408303
89,2716,1.5,1520408304
89,2918,1.5,1520408305
89,911,2.5,1520408306
89,3114,3.0,1520408306
89,915,2.0,1520408307
89,954,3.5,1520408307
89,909,2.5,1520408308
89,1079,3.0,1520408310
89,1580,1.5,1520408311
89,955,3.0,1520408312
89,1270,1.0,1520408312
89,38038,2.5,1520408312
89,4306,3.0,1520408313
89,1,3.0,1520408314
89,3751,4.0,1520408314
89,2395,2.0,1520408323
89,902,1.0,1520408324
89,1223,1.5,1520408324
89,3088,0.5,1520408325
89,56367,2.0,1520408325
89,6863,1.5,1520408334
89,2936,3.5,1520408335
89,6650,1.0,1520408336
89,44022,1.0,1520408336
89,946,0.5,1520408337
89,2935,1.0,1520408337
89,1682,0.5,1520408338
89,4979,1.5,1520408338
89,588,1.0,1520408342
89,2599,3.0,1520408342
89,3022,2.0,1520408342
89,3097,2.0,1520408343
89,3481,3.5,1520408343
89,46578,4.0,1520408344
89,936,2.5,1520408345
89,945,4.0,1520408345
89,2791,2.5,1520408346
89,947,1.5,1520408347
89,1256,1.5,1520408347
89,1278,0.5,1520408348
89,1265,1.0,1520408349
89,1307,2.5,1520408349
89,3948,4.0,1520408349
89,2987,1.5,1520408350
89,3977,0.5,1520408371
89,1732,2.5,1520408372
89,4246,1.5,1520408372
89,6218,2.5,1520408376
89,7325,1.5,1520408376
89,7293,2.0,1520408377
