userId,movieId,rating,timestamp
495,72998,5.0,1458635171
495,2762,4.5,1458635237
495,4993,0.5,1458635247
495,89492,5.0,1458635252
495,2028,4.5,1458635260
495,5952,0.5,1458635266
495,1193,5.0,1458635276
495,4995,5.0,1458635276
495,48516,5.0,1458635279
495,1259,4.5,1458635281
495,3578,5.0,1458635284
495,1246,5.0,1458635291
495,63082,5.0,1458635293
495,72641,4.0,1458635300
495,2918,4.5,1458635301
495,1682,4.5,1458635303
495,27773,5.0,1458635306
495,64614,4.5,1458635310
495,1265,4.0,1458635312
495,150,4.5,1458635325
495,111759,5.0,1458635333
495,68157,4.5,1458635341
495,7361,4.5,1458635343
495,74458,4.5,1458635362
495,1617,4.5,1458635365
495,6870,4.5,1458635382
495,5989,5.0,1458635384
495,33166,3.0,1458635388
495,89745,4.0,1458635395
495,106100,5.0,1458635402
495,46578,4.0,1458635407
495,112852,5.0,1458635410
495,97304,5.0,1458635412
495,49530,4.5,1458635435
495,50872,4.5,1458635438
495,6539,2.5,1458635449
495,91658,5.0,1458635453
495,44199,4.5,1458635456
495,80463,5.0,1458635472
495,4963,5.0,1458635476
495,106782,5.0,1458635479
495,88129,4.0,1458635482
495,59369,4.0,1458635490
495,3949,4.0,1458635499
495,54503,5.0,1458635508
495,55820,2.0,1458635514
495,4034,2.5,1458635517
495,4022,4.5,1458635524
495,81562,4.0,1458635529
495,7445,4.5,1458635533
495,1208,4.5,1458635536
495,70286,5.0,1458635551
495,1247,5.0,1458635552
495,2997,3.5,1458635569
495,69122,5.0,1458635578
495,551,3.5,1458635579
495,55765,4.5,1458635588
495,588,4.0,1458635600
495,7254,5.0,1458635602
495,6874,5.0,1458635604
495,4262,4.5,1458635629
495,1263,4.0,1458635647
495,7438,5.0,1458635650
495,80489,5.0,1458635668
495,106489,0.5,1458635672
495,223,4.0,1458635676
495,1732,5.0,1458635703
495,4776,5.0,1458635704
495,58998,5.0,1458635709
495,91500,4.5,1458635727
495,4239,4.5,1458635755
495,35836,5.0,1458635763
495,96610,5.0,1458635777
495,63131,3.5,1458635786
495,56174,3.5,1458635787
495,1580,3.5,1458635792
495,52973,4.5,1458635802
495,4979,5.0,1458635809
495,51540,2.5,1458635830
495,2700,4.5,1458635847
495,1721,5.0,1458635859
495,3081,2.0,1458635864
495,8644,2.5,1458635871
495,106696,5.0,1458635883
495,5956,4.5,1458635887
495,3948,4.0,1458635890
495,8641,5.0,1458635891
495,45722,1.0,1458635892
495,53322,4.0,1458635896
495,6936,5.0,1458635919
495,2395,3.5,1458635940
495,2273,4.5,1458635947
495,780,4.5,1458635950
495,116823,4.5,1458635958
495,30810,4.5,1458635960
495,1777,4.0,1458635963
495,8783,5.0,1458635967
495,1645,5.0,1458635970
495,104,4.5,1458635979
495,31685,2.0,1458635992
495,1517,5.0,1458636010
495,333,3.5,1458636020
495,8917,5.0,1458636023
495,4370,1.5,1458636036
495,7458,4.0,1458636037
495,3911,5.0,1458636039
495,61132,4.5,1458636048
495,2706,4.0,1458636055
495,8528,4.0,1458636056
495,6365,3.0,1458636069
495,216,4.0,1458636085
495,3755,3.5,1458636086
495,1608,4.0,1458636094
495,87869,4.0,1458636105
495,8984,4.5,1458636109
495,79293,2.5,1458636117
495,736,3.5,1458636131
