userId,movieId,rating,timestamp
125,160080,3.5,1475283110
210,50872,4.0,1475349175
210,112852,5.0,1475349185
125,142422,4.0,1475361892
125,135436,3.5,1475361905
125,149354,3.0,1475361944
125,120466,3.0,1475407828
125,4643,4.0,1475407893
210,56174,2.5,1475409531
125,5956,4.5,1475411070
125,8376,4.0,1475411087
125,112623,4.0,1475446231
210,485,3.5,1475508204
210,8907,1.5,1475611030
210,147384,4.5,1475611348
125,162478,4.0,1475625942
408,4701,4.0,1475658425
448,134130,4.0,1475668748
448,132618,1.5,1475668755
448,141422,2.5,1475668765
125,101112,4.5,1475843429
125,164881,1.5,1476002239
125,148956,3.0,1476002354
125,2657,2.0,1476107406
125,149902,2.0,1476224175
125,128620,4.0,1476224234
125,155509,4.0,1476313973
125,96588,4.0,1476314010
448,3284,3.0,1476384001
18,3462,4.0,1476393345
249,158238,4.5,1476462200
448,142997,2.5,1476465026
448,145150,3.0,1476465033
448,157407,1.5,1476469445
525,318,4.5,1476475797
525,260,4.0,1476475805
525,1196,4.5,1476475807
525,122904,3.5,1476475826
525,2571,4.0,1476475829
525,33493,3.0,1476475848
525,8874,4.5,1476475850
525,152081,3.0,1476475864
525,122886,4.0,1476475870
525,1210,4.0,1476475901
525,58559,4.0,1476475911
525,1036,4.5,1476475914
525,79132,4.0,1476475918
525,59315,3.0,1476475926
525,33794,3.0,1476475931
525,356,4.0,1476475949
525,68358,3.0,1476475953
525,112852,4.5,1476475958
525,111759,4.5,1476475963
525,122882,4.5,1476475970
525,1,4.0,1476475973
525,103228,4.0,1476475981
525,134853,4.0,1476475988
525,1527,4.5,1476475991
525,119145,4.5,1476475993
525,3578,3.5,1476476000
525,480,4.0,1476476002
525,380,4.5,1476476016
525,76093,4.0,1476476029
525,96610,4.0,1476476032
525,91529,3.5,1476476041
525,111362,3.5,1476476045
525,110102,4.0,1476476051
525,89745,4.5,1476476054
525,68954,3.5,1476476057
525,106002,2.0,1476476070
525,96079,4.0,1476476075
525,106487,3.5,1476476082
525,91500,3.5,1476476085
525,8961,3.5,1476476089
525,6874,4.5,1476476091
525,122892,2.0,1476476098
525,81834,4.0,1476476110
525,122900,3.5,1476476113
525,44191,3.5,1476476125
525,4306,3.5,1476476130
525,40815,3.0,1476476134
525,5989,3.5,1476476138
525,106696,3.5,1476476140
525,72998,3.0,1476476148
525,34405,4.0,1476476153
525,88140,3.5,1476476161
525,142488,3.5,1476476169
525,94777,3.5,1476476190
525,5903,4.0,1476476194
525,4896,3.0,1476476203
525,117529,3.5,1476476206
525,51662,3.5,1476476223
525,86332,3.0,1476476230
525,71264,3.0,1476476247
525,60684,3.5,1476476252
525,60072,3.0,1476476259
525,8360,3.0,1476476263
525,2628,3.0,1476476276
525,6365,2.5,1476476284
525,63113,3.0,1476476297
525,33679,4.5,1476476307
525,7458,3.5,1476476313
525,6934,2.5,1476476322
525,5378,2.5,1476476338
525,2858,4.0,1476476361
525,50,4.5,1476476363
