userId,movieId,rating,timestamp
18,164179,3.0,1517508124
18,913,4.0,1517525849
249,122916,4.5,1517617217
18,1193,4.5,1517686025
18,98585,3.5,1517686559
111,3210,2.0,1517695752
318,184245,5.0,1517774414
318,91860,4.0,1517774420
318,87660,4.5,1517938905
318,72356,4.5,1517938910
50,136020,2.0,1517954715
50,26729,3.5,1517954985
50,6975,3.5,1518002159
50,1232,4.0,1518012173
305,2353,3.0,1518120448
305,2985,5.0,1518120569
50,72378,1.0,1518168080
50,128620,3.5,1518168132
50,2925,3.5,1518168145
50,48780,2.5,1518168203
50,136564,2.5,1518168246
50,92427,1.0,1518168338
50,142961,2.5,1518168348
50,103171,1.0,1518168356
50,136305,1.0,1518168422
50,32657,3.5,1518168476
50,3221,3.5,1518168495
50,4928,4.0,1518168514
50,6239,2.5,1518168537
50,7206,3.5,1518168552
50,6666,3.5,1518168593
50,174055,2.5,1518168647
50,2732,4.0,1518168679
50,27156,4.0,1518168703
50,4914,4.0,1518168710
305,90439,3.0,1518173135
305,2706,4.0,1518196166
305,1086,4.0,1518197105
305,158783,0.5,1518197696
305,89118,0.5,1518197698
305,68319,4.0,1518197820
305,648,4.0,1518197850
305,316,3.0,1518197885
305,1073,5.0,1518197910
305,5418,3.5,1518197933
305,357,5.0,1518197936
305,59315,4.5,1518197989
305,25,3.0,1518197993
305,300,3.5,1518198010
305,3623,2.5,1518198024
305,3751,4.0,1518198034
305,474,4.0,1518198036
305,1676,3.5,1518198046
305,903,3.5,1518198067
305,1608,3.0,1518198078
305,4370,4.0,1518198177
305,164179,4.0,1518198307
305,122918,3.5,1518198315
305,166528,3.0,1518198335
305,4896,3.0,1518198357
305,40815,4.0,1518198360
305,81834,3.0,1518198364
305,91500,2.0,1518198380
305,88125,2.5,1518198389
305,5816,3.0,1518198391
305,76093,4.0,1518198395
305,54001,3.0,1518198399
305,104841,3.0,1518198403
305,69844,3.0,1518198408
305,122920,4.0,1518198433
305,1246,4.0,1518198580
305,174055,4.0,1518198605
305,3996,4.0,1518198622
305,924,4.0,1518198645
305,6942,4.0,1518198649
305,73321,2.0,1518198697
305,57640,4.0,1518198724
305,63859,3.0,1518198737
305,88405,3.5,1518198757
305,64620,3.5,1518198773
305,68135,3.5,1518198780
305,67197,2.5,1518198802
305,86644,4.0,1518198815
305,69951,2.5,1518198836
305,59421,3.5,1518198907
305,72720,4.0,1518198917
305,65216,4.5,1518198937
305,61350,3.0,1518199057
305,67788,5.0,1518199066
599,122916,3.0,1518199613
599,174727,3.0,1518199714
599,180031,3.5,1518298493
306,60069,5.0,1518326983
306,177765,4.0,1518327001
306,168250,3.0,1518327021
306,6502,2.0,1518327128
306,140016,2.0,1518327167
